,c_scores_raw,c_scores_ranked
0,0.7031369162340079,0.8021960439208784
1,0.8984597973845526,0.017900358007160142
2,0.8314905719004743,0.5383507670153403
3,0.876696684895427,0.2003840076801536
4,0.8935265681450887,0.044260885217704354
5,0.8764887346371926,0.20254405088101762
6,0.8213069178566947,0.5808916178323567
7,0.888797524103905,0.08190163803276065
8,0.8420024842212186,0.48538970779415586
9,0.835879525154124,0.5172503450069001
10,0.8861751188301432,0.10618212364247286
11,0.8736965582894126,0.23238464769295386
12,0.8839876940947513,0.126482529650593
13,0.64201230587707,0.8457569151383028
14,0.8835297504131093,0.13074261485229705
15,0.8856553118623887,0.11084221684433689
16,0.8587544683708467,0.375427508550171
17,0.48869167413674475,0.9069581391627832
18,0.7538996599737804,0.7432348646972939
19,0.412607864613111,0.9267585351707034
20,0.8613537435632439,0.3535270705414108
21,0.2178740109483268,0.9640992819856398
22,0.8744882676025783,0.2230844616892338
23,0.8466278679605466,0.45870917418348367
24,0.8118638713086634,0.6133122662453249
25,0.7543166969969496,0.7425148502970059
26,0.8583471719025679,0.378627572551451
27,0.706902164543891,0.7987759755195104
28,0.7581733985699954,0.7365547310946219
29,0.7343678521531481,0.7690753815076301
30,0.8355605666190753,0.5190503810076201
31,0.8802797330671245,0.1632432648652973
32,0.8984713816911944,0.017840356807136144
33,0.7810329233881761,0.6960939218784375
34,0.831715459279157,0.5375707514150283
35,0.7284885397144577,0.7762955259105182
36,0.8247937410377936,0.5665713314266285
37,0.8674132579199836,0.2968659373187464
38,0.627496488473754,0.8534170683413669
39,0.11239368291070116,0.9811996239924798
40,0.8516402321276231,0.42696853937078744
41,0.8754649472714211,0.2135242704854097
42,0.5416009863321567,0.8894977899557991
43,0.8847299506742969,0.11950239004780096
44,0.8722863276935182,0.247284945698914
45,0.8902571088127869,0.06962139242784855
46,0.8936144618952917,0.04358087161743235
47,0.6898053925516492,0.8129962599251985
48,0.7913230156980513,0.6728334566691334
49,0.8735235635480946,0.23422468449368988
50,0.6861576664481082,0.8155963119262385
51,0.7048800096158052,0.8006360127202544
52,0.7747410321658376,0.7079541590831817
53,0.8114867855582446,0.6144522890457809
54,0.8789422539803683,0.1773235464709294
55,0.8186729373462801,0.5906718134362687
56,0.713307437579666,0.7924958499169983
57,0.8385719450818896,0.503590071801436
58,0.803956664439451,0.6380727614552291
59,0.5644934496194544,0.880997619952399
60,0.8983548533897575,0.018320366407328148
61,0.8809362628654193,0.15676313526270524
62,0.88763874726644,0.09202184043680874
63,0.8362175773325097,0.5153303066061321
64,0.8684647454650997,0.2863657273145463
65,0.89001665465242,0.07124142482849657
66,0.8356105426566823,0.5188103762075241
67,0.8782882377140109,0.18440368807376148
68,0.8606105007041093,0.3597871957439149
69,0.8685453240933099,0.28554571091421826
70,0.7411583390554065,0.7604552091041821
71,0.774339176082206,0.7087741754835096
72,0.8315672104134184,0.5380707614152282
73,0.8131983435388228,0.6094321886437729
74,0.38160446638043916,0.9338986779735595
75,0.8299563254920662,0.5448308966179324
76,0.8902655750629762,0.06960139202784056
77,0.8360854968664749,0.5160703214064282
78,0.5828802948799323,0.873617472349447
79,0.8676425292759209,0.29452589051781036
80,0.5211869225806471,0.8966379327586552
81,0.3970282983502896,0.9303186063721275
82,0.8849478953879174,0.11734234684693694
83,0.4394762842635637,0.9202184043680873
84,0.7243042384179472,0.7811956239124782
85,0.7450791414227314,0.75557511150223
86,0.8760295535639148,0.20758415168303365
87,0.8795060067373576,0.17116342326846537
88,0.8678195679428554,0.29274585491709837
89,0.663641876526121,0.8325566511330227
90,0.5026487309032975,0.9024580491609833
91,0.8466131049953014,0.4587891757835157
92,0.3892005314276669,0.9322386447728954
93,0.8743934001100168,0.2240444808896178
94,0.8509928964050679,0.43156863137262746
95,0.8648938214702576,0.32154643092861857
96,0.8714042861677215,0.25606512130242604
97,0.8405647419280149,0.49322986459729196
98,0.8311459350591801,0.5400908018160363
99,0.8920643906141853,0.05522110442208844
100,0.8405401155776582,0.49338986779735594
101,0.8464859707808177,0.4597691953839077
102,0.7169777495353076,0.7891557831156624
103,0.7884660378628445,0.6793735874717495
104,0.856319037474646,0.39412788255765113
105,0.9046361422150402,0.003400068001360027
106,0.8705001123317171,0.2658453169063381
107,0.6595337262962877,0.8352167043340867
108,0.856133206992117,0.3954079081581632
109,0.8944198442984668,0.03898077961559231
110,0.7795723350736348,0.6991539830796616
111,0.458856055334243,0.9158783175663513
112,0.8829148016772866,0.13714274285485709
113,0.7738861799502169,0.7098941978839577
114,0.8661394356321909,0.30928618572371447
115,0.8652788306047854,0.31784635692713853
116,0.7658436151855289,0.7241944838896778
117,0.8718669891814055,0.25140502810056203
118,0.8797567780822667,0.16886337726754536
119,0.886143574828769,0.10644212884257685
120,0.8742056421742657,0.2263245264905298
121,0.7844883453073086,0.6886137722754455
122,0.8815807466109886,0.1502630052601052
123,0.7154582951801584,0.7905958119162383
